time,rating,free_text,surgery,pcn,jev_sentiment,jev_sentiment_confidence,jev_primary_topic,jev_primary_topic_confidence,jev_secondary_topics,jev_secondary_topic_scores,jev_sentiment_strength,jev_sentiment_strength_confidence,jev_actionability,jev_actionability_confidence,jev_urgency,jev_urgency_confidence
1/23/25 11:27,Very good,Much better than others I reckon,Stanhope-Mews-Surgery,Brompton-Health-PCN,Positive,0.97,Overall Service and Practice,0.96,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.02, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.14, ""Patient Information and Education"": 0.02, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.02, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.02, ""Staff Professionalism and Knowledge"": 0.02, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.08, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.03, ""Website and Practice Information"": 0.02}",2.05,0.84,0.0,1.0,0.03,0.97
3/25/24 20:15,Good,Because despite the fact that most GP rarely offer a face to face appointments in Earl s Court Medical Centre they managed to get you one although later than what one would wish to have,Earls-Court-Medical-Centre,Brompton-Health-PCN,Neutral or Mixed,0.71,Appointment Availability and Lead Times,1.0,Waiting Time at the Surgery,"{""Appointment Availability and Lead Times"": 0.89, ""Clinical Assessment and Diagnosis"": 0.04, ""Consultation Communication and Listening"": 0.04, ""Digital Booking and Online Systems"": 0.03, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.15, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.41, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.09, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.13, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.06, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.04, ""Staff Professionalism and Knowledge"": 0.06, ""Telephone Access"": 0.03, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.78, ""Website and Practice Information"": 0.04}",1.2,0.83,2.27,0.27,0.76,0.52
6/29/26 8:20,Good,It was good on time and quick,The-Good-Practice,Brompton-Health-PCN,Positive,0.99,Waiting Time at the Surgery,0.98,,"{""Appointment Availability and Lead Times"": 0.28, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.03, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.01, ""Overall Service and Practice"": 0.39, ""Patient Information and Education"": 0.02, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.11, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.03, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.02, ""Staff Professionalism and Knowledge"": 0.03, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.03, ""Treatment Effectiveness and Safety"": 0.04, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.68, ""Website and Practice Information"": 0.02}",1.65,0.7,0.0,1.0,0.0,1.0
9/17/24 10:38,Very good,My health concerns were addressed with great care and charm And tests arranged quickly I was Extremely happy with my consultation and after care,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,1.0,Staff Kindness and Empathy,0.51,Follow-up and Continuity of Care,"{""Appointment Availability and Lead Times"": 0.54, ""Clinical Assessment and Diagnosis"": 0.21, ""Consultation Communication and Listening"": 0.57, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.61, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.38, ""Patient Information and Education"": 0.11, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.06, ""Referral, Specialist and Hospital Coordination"": 0.05, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.05, ""Staff Kindness and Empathy"": 0.71, ""Staff Professionalism and Knowledge"": 0.35, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.54, ""Treatment Effectiveness and Safety"": 0.1, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.2, ""Website and Practice Information"": 0.02}",3.35,0.7,0.0,1.0,0.0,1.0
3/31/26 9:19,Very good,I was able to fix the issue with my prescription,Earls-Court-Surgery,Brompton-Health-PCN,Positive,0.82,Prescriptions and Medication Management,1.0,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.04, ""Consultation Communication and Listening"": 0.03, ""Digital Booking and Online Systems"": 0.03, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.05, ""Follow-up and Continuity of Care"": 0.08, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.1, ""Patient Information and Education"": 0.04, ""Physical Accessibility"": 0.03, ""Prescriptions and Medication Management"": 0.84, ""Reception Service"": 0.03, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.02, ""Staff Professionalism and Knowledge"": 0.03, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.25, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.03}",1.41,0.59,0.23,0.77,0.35,0.65
10/22/25 15:21,Poor,I had an appointment with the same GP and then she made another appointment that I was waiting more than 2 weeks with the same GP just to let me know that she has to refer me to another doctor So 2 appointments just to tell me that someone alse has to see me,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Negative,1.0,Appointment Availability and Lead Times,0.5,"Waiting Time at the Surgery | Referral, Specialist and Hospital Coordination | Follow-up and Continuity of Care","{""Appointment Availability and Lead Times"": 0.84, ""Clinical Assessment and Diagnosis"": 0.17, ""Consultation Communication and Listening"": 0.29, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.04, ""Follow-up and Continuity of Care"": 0.72, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.47, ""Patient Information and Education"": 0.2, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.04, ""Referral, Specialist and Hospital Coordination"": 0.76, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.04, ""Staff Kindness and Empathy"": 0.05, ""Staff Professionalism and Knowledge"": 0.22, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.04, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.82, ""Website and Practice Information"": 0.02}",2.81,0.72,2.87,0.87,1.57,0.57
4/21/26 15:47,Very good,Very good people and great service,Stanhope-Mews-Surgery,Brompton-Health-PCN,Positive,1.0,Overall Service and Practice,0.57,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.01, ""Consultation Communication and Listening"": 0.08, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.49, ""Patient Information and Education"": 0.02, ""Physical Accessibility"": 0.01, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.09, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.46, ""Staff Professionalism and Knowledge"": 0.23, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.01, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.7,0.75,0.0,1.0,0.0,1.0
10/31/24 9:06,Good,Because l did not have to wait,Stanhope-Mews-Surgery,Brompton-Health-PCN,Positive,0.82,Waiting Time at the Surgery,0.98,Appointment Availability and Lead Times,"{""Appointment Availability and Lead Times"": 0.72, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.03, ""Digital Booking and Online Systems"": 0.05, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.26, ""Patient Information and Education"": 0.02, ""Physical Accessibility"": 0.05, ""Prescriptions and Medication Management"": 0.03, ""Reception Service"": 0.15, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.03, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.03, ""Staff Professionalism and Knowledge"": 0.03, ""Telephone Access"": 0.05, ""Tests, Investigations and Results"": 0.03, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.03, ""Waiting Time at the Surgery"": 0.79, ""Website and Practice Information"": 0.03}",1.18,0.67,0.06,0.94,0.03,0.97
10/24/24 14:21,Very good,Always get a quick appointments Staff are very efficient and polite Doctors are very helpful,Emperors-Gate-Health-Centre,Brompton-Health-PCN,Positive,1.0,Appointment Availability and Lead Times,0.54,Waiting Time at the Surgery,"{""Appointment Availability and Lead Times"": 0.84, ""Clinical Assessment and Diagnosis"": 0.06, ""Consultation Communication and Listening"": 0.21, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.04, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.44, ""Patient Information and Education"": 0.07, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.32, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.07, ""Staff Kindness and Empathy"": 0.49, ""Staff Professionalism and Knowledge"": 0.59, ""Telephone Access"": 0.06, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.04, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.62, ""Website and Practice Information"": 0.03}",2.71,0.75,0.0,1.0,0.0,1.0
3/18/24 19:29,Poor,Doctors seem to change Unlikelyly regularly so hard to have a practitioner who knows you,Stanhope-Mews-Surgery,Brompton-Health-PCN,Negative,0.97,Follow-up and Continuity of Care,1.0,,"{""Appointment Availability and Lead Times"": 0.07, ""Clinical Assessment and Diagnosis"": 0.04, ""Consultation Communication and Listening"": 0.11, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.85, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.44, ""Patient Information and Education"": 0.06, ""Physical Accessibility"": 0.03, ""Prescriptions and Medication Management"": 0.03, ""Reception Service"": 0.03, ""Referral, Specialist and Hospital Coordination"": 0.03, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.03, ""Staff Professionalism and Knowledge"": 0.16, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.03, ""Website and Practice Information"": 0.03}",1.72,0.74,2.03,0.41,0.79,0.62
5/29/24 5:57,Very poor,Is never the same doctor and the last one didn t give me some thing to help with my sinusite that I have from 3 months and is getting worst I did ask to be check from a specialist ENT But it never happen,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Negative,1.0,"Referral, Specialist and Hospital Coordination",0.56,Prescriptions and Medication Management | Follow-up and Continuity of Care | Clinical Assessment and Diagnosis | Treatment Effectiveness and Safety,"{""Appointment Availability and Lead Times"": 0.24, ""Clinical Assessment and Diagnosis"": 0.71, ""Consultation Communication and Listening"": 0.43, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.09, ""Follow-up and Continuity of Care"": 0.89, ""Mental Health Support"": 0.01, ""Overall Service and Practice"": 0.49, ""Patient Information and Education"": 0.21, ""Physical Accessibility"": 0.03, ""Prescriptions and Medication Management"": 0.71, ""Reception Service"": 0.04, ""Referral, Specialist and Hospital Coordination"": 0.89, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.04, ""Staff Professionalism and Knowledge"": 0.53, ""Telephone Access"": 0.03, ""Tests, Investigations and Results"": 0.1, ""Treatment Effectiveness and Safety"": 0.75, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.06, ""Website and Practice Information"": 0.02}",2.98,0.73,2.99,0.99,2.43,0.56
10/20/24 16:02,Very good,Because everything went to plan and I was seen on time and the doctor phoned at the appointed time I was able to ask questions as a result of which the dr made an appointment for me to see a cardiologist,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,0.89,"Referral, Specialist and Hospital Coordination",0.69,,"{""Appointment Availability and Lead Times"": 0.23, ""Clinical Assessment and Diagnosis"": 0.26, ""Consultation Communication and Listening"": 0.48, ""Digital Booking and Online Systems"": 0.03, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.53, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.29, ""Patient Information and Education"": 0.37, ""Physical Accessibility"": 0.04, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.18, ""Referral, Specialist and Hospital Coordination"": 0.67, ""Remote Consultation"": 0.19, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.04, ""Staff Professionalism and Knowledge"": 0.25, ""Telephone Access"": 0.46, ""Tests, Investigations and Results"": 0.04, ""Treatment Effectiveness and Safety"": 0.06, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.37, ""Website and Practice Information"": 0.03}",1.54,0.56,0.01,0.99,0.04,0.96
3/10/25 12:49,Very good,Friendly kind very professional and efficient staff both reception medical,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,1.0,Staff Professionalism and Knowledge,0.7,Reception Service | Staff Kindness and Empathy,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.08, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.01, ""Overall Service and Practice"": 0.29, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.64, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.06, ""Staff Kindness and Empathy"": 0.82, ""Staff Professionalism and Knowledge"": 0.77, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.07, ""Website and Practice Information"": 0.02}",2.46,0.61,0.0,1.0,0.0,1.0
12/3/24 2:29,Neither good nor poor,Only recently registered as new patient as surgery is easier to get to,The-Abingdon-Medical-Practice,Brompton-Health-PCN,Neutral or Mixed,0.76,Physical Accessibility,0.34,,"{""Appointment Availability and Lead Times"": 0.11, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.02, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.04, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.07, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.05, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.59, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.03, ""Referral, Specialist and Hospital Coordination"": 0.1, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.02, ""Staff Professionalism and Knowledge"": 0.02, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.03, ""Website and Practice Information"": 0.05}",0.35,0.71,0.62,0.38,0.16,0.84
10/21/24 10:47,Very good,Quiet surgery clean and friendly staff,The-Chelsea-Practice,Brompton-Health-PCN,Positive,0.99,"Facilities, Cleanliness and Environment",0.82,Staff Kindness and Empathy,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.08, ""Digital Booking and Online Systems"": 0.01, ""Facilities, Cleanliness and Environment"": 0.81, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.01, ""Overall Service and Practice"": 0.38, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.03, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.09, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.07, ""Staff Kindness and Empathy"": 0.7, ""Staff Professionalism and Knowledge"": 0.31, ""Telephone Access"": 0.01, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.11, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.05, ""Website and Practice Information"": 0.02}",1.88,0.86,0.0,1.0,0.01,0.99
7/17/25 9:42,Very good,Because the doctors gave me good advice and agreed that I should have an X Ray when my pain got worse and then came back to me with more good advice when they got the results They also suggested that I pop by the surgery and use the measuring machine for my blood pressure,Stanhope-Mews-Surgery,Brompton-Health-PCN,Positive,0.96,"Tests, Investigations and Results",0.31,Follow-up and Continuity of Care | Staff Professionalism and Knowledge | Patient Information and Education,"{""Appointment Availability and Lead Times"": 0.03, ""Clinical Assessment and Diagnosis"": 0.56, ""Consultation Communication and Listening"": 0.52, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.1, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.65, ""Mental Health Support"": 0.01, ""Overall Service and Practice"": 0.3, ""Patient Information and Education"": 0.71, ""Physical Accessibility"": 0.1, ""Prescriptions and Medication Management"": 0.03, ""Reception Service"": 0.04, ""Referral, Specialist and Hospital Coordination"": 0.05, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.2, ""Staff Professionalism and Knowledge"": 0.71, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.76, ""Treatment Effectiveness and Safety"": 0.23, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.03}",1.95,0.87,0.06,0.94,0.09,0.91
10/25/24 12:57,Very good,I feel my complicated needs are met with patients and respect,The-Chelsea-Practice,Brompton-Health-PCN,Positive,1.0,"Respect, Dignity, Privacy and Inclusion",0.93,Staff Kindness and Empathy,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.04, ""Consultation Communication and Listening"": 0.36, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.04, ""Follow-up and Continuity of Care"": 0.03, ""Mental Health Support"": 0.1, ""Overall Service and Practice"": 0.37, ""Patient Information and Education"": 0.05, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.03, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.58, ""Staff Kindness and Empathy"": 0.65, ""Staff Professionalism and Knowledge"": 0.33, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.08, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.24,0.77,0.0,1.0,0.05,0.95
9/22/24 16:27,Poor,Was seen by a Health care assistant not a doctor or nurse,The-Abingdon-Medical-Practice,Brompton-Health-PCN,Neutral or Mixed,0.64,Staff Professionalism and Knowledge,0.92,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.15, ""Consultation Communication and Listening"": 0.03, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.04, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.2, ""Patient Information and Education"": 0.04, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.02, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.03, ""Staff Professionalism and Knowledge"": 0.35, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.04, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",0.66,0.45,1.84,0.06,1.27,0.31
2/27/25 13:58,Very good,Doctor saw me on time Was very professional and friendly,The-Abingdon-Medical-Practice,Brompton-Health-PCN,Positive,1.0,Staff Professionalism and Knowledge,0.67,Waiting Time at the Surgery,"{""Appointment Availability and Lead Times"": 0.09, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.18, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.34, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.08, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.07, ""Staff Kindness and Empathy"": 0.59, ""Staff Professionalism and Knowledge"": 0.63, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.74, ""Website and Practice Information"": 0.02}",2.02,0.95,0.0,1.0,0.0,1.0
1/4/25 16:43,Good,Because the GP listened to me and will make a referral and will be happy to give me a face to face appointment for an ongoing issue,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,0.98,Consultation Communication and Listening,0.53,"Referral, Specialist and Hospital Coordination | Follow-up and Continuity of Care","{""Appointment Availability and Lead Times"": 0.29, ""Clinical Assessment and Diagnosis"": 0.14, ""Consultation Communication and Listening"": 0.85, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.05, ""Follow-up and Continuity of Care"": 0.76, ""Mental Health Support"": 0.07, ""Overall Service and Practice"": 0.24, ""Patient Information and Education"": 0.07, ""Physical Accessibility"": 0.07, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.03, ""Referral, Specialist and Hospital Coordination"": 0.68, ""Remote Consultation"": 0.04, ""Respect, Dignity, Privacy and Inclusion"": 0.16, ""Staff Kindness and Empathy"": 0.53, ""Staff Professionalism and Knowledge"": 0.43, ""Telephone Access"": 0.04, ""Tests, Investigations and Results"": 0.03, ""Treatment Effectiveness and Safety"": 0.04, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.04, ""Website and Practice Information"": 0.02}",2.14,0.83,0.05,0.95,0.03,0.97
11/5/24 10:02,Good,The reception was friendly The doctor was attentive and intrested in me as patient and he was kind,The-Chelsea-Practice,Brompton-Health-PCN,Positive,1.0,Staff Kindness and Empathy,0.76,Reception Service | Consultation Communication and Listening,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.08, ""Consultation Communication and Listening"": 0.68, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.03, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.21, ""Patient Information and Education"": 0.07, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.87, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.1, ""Staff Kindness and Empathy"": 0.84, ""Staff Professionalism and Knowledge"": 0.31, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.19,0.83,0.0,1.0,0.0,1.0
11/4/24 10:12,Very good,Staff are very professional welcome Very good Doctor is the best,Earls-Court-Surgery,Brompton-Health-PCN,Positive,1.0,Staff Professionalism and Knowledge,0.97,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.05, ""Consultation Communication and Listening"": 0.07, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.37, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.19, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.06, ""Staff Kindness and Empathy"": 0.38, ""Staff Professionalism and Knowledge"": 0.74, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.07, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",3.08,0.89,0.0,1.0,0.01,0.99
