date,rating,review,pcn,surgery
2026-04-17 13:04:45,Very good,Pleasant and helpful reception team . Friendly and professional nurse.,Brompton-Health-PCN,The-Chelsea-Practice
2026-04-17 13:43:23,Very good,It was a pleasure to attend the introductory meeting with The Chelsea Practice. The general calm and feeling entering reception was excellent. ,Brompton-Health-PCN,The-Chelsea-Practice
2026-04-17 14:05:33,Very good,"The nurse created an appointment that would allow time to deal with my wound. Like me, she was disturbed by the swollen ankle. A second appointment is arranged with a doctor being present.",Brompton-Health-PCN,The-Good-Practice
2026-04-17 14:40:46,Very good,The Dr was very helpful ,Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-04-17 15:57:16,Very good,"Appointment was on time ,",Brompton-Health-PCN,Kensington-Park-Medical-Centre
2026-04-17 16:04:45,Very good,"Excellent service, care and attention, full information, punctuality",Brompton-Health-PCN,Kensington-Park-Medical-Centre
2026-04-17 16:33:02,Very good,"My doctors - dr Robertson and dr pelly are exceptional. They are hugely knowledgeable, caring and empathetic. ",Brompton-Health-PCN,Kensington-Park-Medical-Centre
2026-04-17 17:11:58,Very good,"Easy to book, on time, friendly and professional",Brompton-Health-PCN,The-Good-Practice
2026-04-17 17:12:51,Very good,Timely and well-handled.,Brompton-Health-PCN,The-Good-Practice
2026-04-17 18:50:11,Good,"The staff  are very helpful to me , ",Brompton-Health-PCN,The-Chelsea-Practice
2026-04-17 19:02:45,Very good,"Scheduling was quick and thorough. I didn't have to wait too long to have my appointment, and on the day I only waited about 5 minutes for the doctor to call me.",Brompton-Health-PCN,The-Chelsea-Practice
2026-04-17 19:43:39,Very good,"Very satisfied with my gp surgery, long time that I have been with this surgery",Brompton-Health-PCN,Earls-Court-Surgery
2026-04-17 19:47:58,Good,It’s always good ,Brompton-Health-PCN,The-Chelsea-Practice
2026-04-17 19:50:31,Good,The receptionist were good as was the doctor ,Brompton-Health-PCN,The-Good-Practice
2026-04-17 20:04:11,Very good,"Very happy with the online services available at the surgery, easy to obtain an appointment at short notice.",Brompton-Health-PCN,Earls-Court-Surgery
2026-04-17 20:04:44,Good,Like my surgery,Brompton-Health-PCN,Earls-Court-Surgery
2026-04-17 20:04:53,Good,The dr was nice and friendly and understanding ,Brompton-Health-PCN,The-Good-Practice
2026-04-17 21:17:28,Very good,love this practice Everyone is so friendly and kind from reception to GPs,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-18 07:13:19,Very good,"Easy to book my appointment. 
Staff helpful at front desk. ",Brompton-Health-PCN,The-Chelsea-Practice
2026-04-18 09:18:23,Very good,I was seen on time and had a positive appointment,Brompton-Health-PCN,The-Chelsea-Practice
2026-04-18 12:50:58,Very good,I needed to renew a prescription at short notice and Hayley at reception was most helpful.,Brompton-Health-PCN,The-Chelsea-Practice
2026-04-19 02:38:54,Very good,Helpful admin and professional ,Brompton-Health-PCN,Kensington-Park-Medical-Centre
2026-04-19 04:11:32,Very good,I liked the doctor very much,Brompton-Health-PCN,The-Chelsea-Practice
2026-04-19 07:34:52,Very good,NHS were clear what was offered and delivered exactly as agy,Brompton-Health-PCN,The-Chelsea-Practice
2026-04-19 08:39:13,Very good,"Im happy for the service ,the staff were so helpful ,they did their job excellent .",Brompton-Health-PCN,The-Chelsea-Practice
2026-04-19 15:49:13,Good,Nothing to be complain ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-04-19 16:01:03,Very good,"Dear Sir/Madam,
Thank You so much to Earl's Court Medical Centre Doctors,Staff for your general excellent service, prompt and efficient treatment as well as compassionate , supportive care for which I am extremely grateful. Since 2014 The Principal Dr Peri, Dr Raj has been 
very dedicated and professional, the same can be  respectfully referred to Dr Doff, Dr Archer, Dr Khana , Dr Goodwin, Dr Tuite, Dr Mann...and all Medical Professional such as long-term practice Nurse Gigi. The Administration Team is always nice and helpful. 
I can not really THANK Earl's Court Medical Centre enough for their Kindness and wish them, their family and friends many happy returns with good health, happiness and success.
With profound gratitude,
Thuy",Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-04-19 21:38:17,Good,"That s all i  can say .
",Brompton-Health-PCN,The-Good-Practice
2026-04-20 07:41:59,Very good,The reception staff always try to be helpful and sort out your problem,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-04-20 08:23:13,Very good,Prompt and did everything you said you would do,Brompton-Health-PCN,The-Chelsea-Practice
2026-04-20 08:51:46,Very good,Everything seems to run very smoothly.,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 08:52:33,Very good,Thorough professional service,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 08:52:36,Very good,"Polite, kind staff
GP listens, is pro active with treatment, empathic with my ongoing medical issues",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 08:53:44,Very good,"Booking appointment straightforward, excellent medical care",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 08:54:01,Very good,The doctor is super nice and you can see she cares.I am very happy with her,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 08:54:25,Very good,As new patient and need Dr to be able to see me for my record and in future appointments as needed. ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 08:55:00,Very good,Fast. Reassuring.,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 08:55:08,Very good,Aquí estoy muy agradecida siempre estoy muy bien atendida y el personal son muy buenos y con muy buen trato con los pacientes muchísimas gracias a ustedes ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 08:55:18,Very good,Always very friendly receptionists who deal with matters in hand very efficiently,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 08:55:53,Good,I have recently sent feedback on my last appointment which did not add anyinformation. To the previous appointment ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 08:55:53,Very good,"I was early but was seen promptly .I had the COVID injection and left without any reaction 
which continued. 
All in all a good experience ",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 08:57:13,Very good,The nurse was very helpful,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 08:58:03,Very good,I find all the doctors at the surgery kind and helpful,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 08:59:04,Good,Not long waiting queue’s,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:00:22,Very good,Friendly staff and great doctor ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:00:40,Very good,"I haven’t visited the surgery recently, I had an excellent phone call with Dr Hussein recently.",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:04:16,Very good,I didnt have to wait long for the appointment or in the office on the day. The visit was quick and efficient,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:06:14,Very good,EVERYONE WAS MORE THAN POLITE AND HELPFUL,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:07:18,Very good,"Professional, persistent and excellent follow-up ",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:17:53,Good,Getting blood results and not having a specific diagnosis on what to do ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:18:38,Very good,It’s easy to make appointments and the staff at the practice are always helpful and friendly. ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:24:38,Very good,Dr called me quickly listened to me and was very helpful ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:30:07,Very good,Discussion with GP was good. Sorted out everything ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:35:05,Very good,Never had to wait ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:39:15,Very good,The service is very good. ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:40:42,Poor,"The GP did not inspire much confidence.
The baby visit was organised on the second floor despite the lift not working there.",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:47:48,Very good,Reception and Doctor were lovely.,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:49:27,Very good,I arrived got a nurse appointment. Reception was super friendly (busy on phones but acknowledged I was there with a smile). Nurse who administered blood test was brilliant. Explained all and NO psin,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:50:52,Good,Good experience with the Dr & receptionist. ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:51:19,Good,Good follow up but it takes too long to get an appointment ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:52:01,Very good,You’re reachable and respond quickly in the appropriate way,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:56:35,Very good,"Efficient, prompt, thorough. ",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 09:57:52,Neither good nor poor,The attitude of some staff members is obstructive rather than helpful,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 10:17:10,Very good,I have been totally helped with my issues ,Brompton-Health-PCN,Kensington-Park-Medical-Centre
2026-04-20 10:22:31,Very good,The doctor was very good in my post operative problem,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 10:25:34,Very poor,Not been able to meet face to face doctor and unavailablety of emergency appointment. Staff rudeness ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 10:27:11,Very good,"The TVN nurses were very professional, and thorough, and did their jobs perfectly.",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 10:41:12,Very good,Very attentive and helpful ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 11:09:45,Very good,"Always so helpful.
Great doctors",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 12:42:31,Good,The Surgery most of the time helped me with my requests. Just I wish I could have able to see my GP face to face sooner than later ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 13:01:54,Very good,I am happy with your responsiveness when it comes to my repeat prescriptions as well as teleconsultations. ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 13:20:43,Very good,Great warm welcome and the Doctor was excellent ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 13:31:15,Very good,Friendly and professional ,Brompton-Health-PCN,The-Chelsea-Practice
2026-04-20 13:38:34,Poor,The nurse declined to remove post-NHS-surgery stitches from my navel although becoming infected and recommended I address myself to a private surgeon to do this,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 14:13:39,Good,"My last interaction with a doctor was on the telephone and with a doctor I hadn't spoken to before. I prefer face to face, particularly if the doctor doesn't?' Know me. But she was very polite and helpful.",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 14:20:49,Very good, I saw Hannah a new doctor ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 15:20:10,Very good,"Excellent staff
Excellent Dr Adib",Brompton-Health-PCN,Earls-Court-Surgery
2026-04-20 15:49:53,Good,I had telephone conversation ,Brompton-Health-PCN,Earls-Court-Surgery
2026-04-20 16:06:31,Don't know,My appointment was cancelled and not rescheduled ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 16:10:06,Very good,Highly professional.,Brompton-Health-PCN,Kensington-Park-Medical-Centre
2026-04-20 16:33:28,Very good,"I was seen on time,  should have had blood taken , but unable to take any.cant think of anything,  but all good.cant thi k of anything, all good.",Brompton-Health-PCN,The-Chelsea-Practice
2026-04-20 16:43:55,Very good,"I’ve been w this surgery & GP for years. They are superb. Having reached 80 yrs, I’m especially grateful for their helpful expertise.",Brompton-Health-PCN,Earls-Court-Surgery
2026-04-20 17:01:41,Very good,Alex is always very kind and gives me time.,Brompton-Health-PCN,Earls-Court-Surgery
2026-04-20 17:16:02,Very good,"I meet Nurse Mira and as usual she is very professional in her job throughly investigating checking blood pressure and other related health checks, ",Brompton-Health-PCN,The-Good-Practice
2026-04-20 17:18:28,Very good,My interview with Practice Nurse was useful;  I needed follow up to various outstanding procedures and she undertook to pursue them and to contact me with the results.,Brompton-Health-PCN,The-Good-Practice
2026-04-20 17:25:29,Very good,Very happy thank u!,Brompton-Health-PCN,The-Good-Practice
2026-04-20 17:26:06,Poor,"You do not communicate with each other, firstly I spoke to Dr. Hammond and explained to him that because I take strong medication at night I cannot wake up in the morning at 8 and make an appointment,but next time I called you your colleague told me that I had to call at 8 o’clock in the morning. Secondly last year three times you asked me to go to the GP for annual asthma check and I attend all three times and last time in 21/10/2025 I attend the appointment and then after two months again you sent me messages that my asthma annual check was due. I understand annual means yearly but why every two months I have to do it. Thirdly I spoke to a Doctor two months ago and the Doctor told me I should stop metaformin and I should do blood test in May 2026 to check if I have to take it or not but today pharmacy again gave me metaformin. The priblem is you do not communicate with eachother",Brompton-Health-PCN,The-Good-Practice
2026-04-20 17:49:23,Very good,All staff very welcoming professional very helpful.,Brompton-Health-PCN,The-Good-Practice
2026-04-20 17:59:06,Good,"The appointment booking process is, as we all know, very frustrating but, once I had reconciled myself to a telephone  interaction with the GP, the system worked well.",Brompton-Health-PCN,The-Good-Practice
2026-04-20 17:59:29,Very good,The procedure went smoothly as usual,Brompton-Health-PCN,The-Good-Practice
2026-04-20 18:00:11,Very good,Very fast,Brompton-Health-PCN,Earls-Court-Surgery
2026-04-20 18:12:02,Very good,Nurse was very helpful ,Brompton-Health-PCN,The-Good-Practice
2026-04-20 18:12:47,Very good,Nurse was very helpful ,Brompton-Health-PCN,The-Good-Practice
2026-04-20 18:18:33,Good,I was dealt with care patience and thr staff done as well as they could under the strain of the flagging N.H.S.,Brompton-Health-PCN,The-Good-Practice
2026-04-20 18:42:49,Very good,Appointment same morning.  Referral made.  Reassurance given.  Only 15 minutes on hold to get appointment. ,Brompton-Health-PCN,The-Good-Practice
2026-04-20 19:09:05,Very good,On time of the doctor,Brompton-Health-PCN,Earls-Court-Surgery
2026-04-20 19:58:08,Very good,Professional and supportive ,Brompton-Health-PCN,The-Good-Practice
2026-04-20 20:44:49,Very good,I was attended to promptly.,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-20 21:16:44,Very good,Very friendly and helpful ,Brompton-Health-PCN,Earls-Court-Surgery
2026-04-21 03:39:19,Very good,"Courteous reception staff and competent Doctors, nurses",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 05:15:50,Very good,"I didn't come to the surgery
Just called re my prescription and as
always excellent service

Irene ",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 08:50:05,Very good,very nice service and especially Dr Hussein is amazing ! ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 08:50:26,Very good,Kind welcoming efficient,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 08:50:42,Very good,"I had singles vaccine. It was on time, painless. The nurse was nice.",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 08:50:43,Very good,Dr Steeden knows my medical history. He is v thorough ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 08:51:31,Neither good nor poor,You send emails requesting my husband to answer when you should be aware he has 48 hours at most to live and has been bed ridden since February 2025,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 08:51:29,Very good,Staff are lovely,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 08:52:40,Very good,I very grateful to be able to make an appointment in such an easy way. Without causing any extra stress to me.,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 08:53:04,Very good,I was seen punctually and professionally.,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 08:53:24,Very good,the phone is always answered and the staff are very helpful,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 08:53:27,Very good,Very productive ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 08:55:01,Neither good nor poor,"When I eventually got through on the phone, I mentioned that there was something wrong with the surgery phone.  I had to phone twice.  First time in Q but no Q number, eventually I got music after the ringing tone.  It returned to the ringing tone and then I was cut off, so I had to phone a second time!",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 08:59:26,Very good,"Because  I am allowed to see the  same GP EACH TIME fOR SO MANY
MANY YEARS AND HE IS VERY CArING Dr Hussain ",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 08:59:42,Very good,You reply promptly always ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 09:01:33,Very good,Everyone is helpful and the doctors are wonderful ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 09:04:37,Very good,Very helpful receptionists and subsequent telephone Dr call on time,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 09:04:59,Very good,Reception staff always very helpful to try to arrange appointments To suit the patients,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 09:05:10,Very good,"I would like to say that my experience was very satisfactory. The doctor was kind, and I could clearly see she was doing her best to help and to investigate the issue thoroughly. The staff were also extremely kind and helpful throughout.

In the past, my experiences have not always been as positive, so this was a very pleasant and reassuring surprise. Thank you.",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 09:19:16,Very good,Response helpful tram,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 09:25:18,Very good,Dr Hama Dimirji went above and beyond to help me . ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 09:30:06,Very good,"Feel welcomed.
Happy admin at the recepción area..
Very nice Doctor",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 09:37:52,Good,Iam happy with a communication I received.,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 10:01:39,Very good,Easy on line booking with choice of GP and description of GP partner or trainee etc useful depending on complexity of health issue,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 10:04:46,Very good,"Patient of  the surgery since 2000, I would never consider moving.Dr. Steeden and others 
There saved my life more than once, and I would never consider moving.
Trust has no price.
Thank you so very much.",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 10:08:13,Very good,"I felt very welcome. the people at the desk and the nurse were friendly, available and interested.
I had a wonderful experience, thank you.",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-04-21 10:13:30,Poor,The Dr had pretty poor bedside manner. Maybe it’s because it was late on a Friday but he was extremely rushed and pretty dismissive of my questions. ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 10:50:59,Very good,Everyone at the surgery  clinic are very nice and friendly very nice Everyone at the surgery are very nice and friendly,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 10:55:00,Very good,"Notification was on line. (shingles vaccination)
Booking was on-line. 
Check-in was swift with no delays. Appointment took under 10 minutes.",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 11:04:37,Very good,"Strong organisation (with text reminder, no long waiting) & highly experienced/knowledgeable nurse ",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 11:12:15,Very good,Everything was smooth,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 11:26:20,Very good,Service was lovely as always! Consultant has been very nice and kind throught my visits and could not ask for a better service,Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-04-21 12:31:17,Very good,"Quick, dealt with question quickly and decisively ",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 12:36:50,Good,Good response ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 13:28:06,Very good,I always am very satisfied whenever I visit Stanhope Mews surgery,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 14:30:53,Very good,Dr Damirji was delightful-and knowledgeable and so helpful. She is a credit to the practice.,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 15:04:50,Good,Everybody was polite and helpful,Brompton-Health-PCN,The-Good-Practice
2026-04-21 15:31:22,Very poor,Extremely unpolite receptionists. Extremely limited availability for visits.,Brompton-Health-PCN,Earls-Court-Surgery
2026-04-21 15:43:26,Very good,"Quick, efficient and very happy with how the minor surgery went. Thanks also to Dr Adib for organising it. ",Brompton-Health-PCN,Earls-Court-Surgery
2026-04-21 15:47:45,Very good,Very good people and great service ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 15:58:09,Very good,"Very good, Dr Adib is the best and very professional. ",Brompton-Health-PCN,Earls-Court-Surgery
2026-04-21 16:15:03,Very good,"Friendly efficient and professional staff
Ease of making appointments ",Brompton-Health-PCN,Earls-Court-Surgery
2026-04-21 16:32:31,Very good,very helpful efficient and well infomed,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 16:36:09,Very good,"I was listened to and was given some medicines to take. The person I saw was patient, caring and friendly.",Brompton-Health-PCN,Earls-Court-Surgery
2026-04-21 18:59:06,Very good,All on time and very professional.,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 20:08:00,Very good,"Dr Shuman Hussein is always very good ang thorough to me. 
Reception team these days is also much better and more attentive",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 20:31:34,Very good,"On time, efficient, friendly",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-21 21:11:42,Very good,Very patient and good listening skills ,Brompton-Health-PCN,Earls-Court-Surgery
2026-04-21 22:12:06,Very good,I have been with the surgery for long time they have great team who willing to listen the patient concern and follow up the treatment very well.,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-22 00:58:58,Very good,easy access by phone physical appointment. responsive and professional staff,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-22 05:38:00,Very good,GPS always available,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-22 08:22:13,Very good,Everyone very helpful,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-22 08:29:32,Very good,No queue at reception. Friendly welcome for Vaccination clinic.  Procedure carried out on time by a cheerful and professional nurse.  Overall a very positive experience,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-22 10:19:53,Very good,Satisfactory reception ,Brompton-Health-PCN,Kensington-Park-Medical-Centre
2026-04-22 10:24:21,Very good,Amazing team,Brompton-Health-PCN,Kensington-Park-Medical-Centre
2026-04-22 10:56:16,Very good,"The new nurse, Janet, is fantastic. Very experienced,  calm, explained everything so well for our baby vaccinations. Felt very well looked after by her at Earls Court Medical Centre. Im no longer afraid to book the later baby vaccines in",Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-04-22 11:53:15,Neither good nor poor,"I got a text from the surgery saying before my next prescription could I send blood pressure pulse and weight 
I wasn’t clear how I was meant to do this so popped in to surgery. I was  told that I could do it with the machine in the reception area. I tried and tried and after 20 minutes asked reception to help me. In fact the machine was not working. 

Everyone was very polite and I am not complaining but the text was confusing as I thought I needed to go to chemist for blood pressure and pulse but they said I had to go to surgery. Also I think the machine should be regularly checked. I always think it is my fault with machines when in fact there was a fault. Just suggestions….",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-22 12:19:20,Very good,"Prompt attension.Friendly advice +promise of further measures for the future .
As usual exemplary +efficient in every way .",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-22 12:25:51,Very good,"Was quick 
Professional
Clean 
And courteous ",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-22 13:03:14,Good,Gigi was excellent,Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-04-22 15:03:40,Very good,"Easy to book.
Seen promptly.",Brompton-Health-PCN,The-Good-Practice
2026-04-22 15:25:38,Very good,I am abroad and had lost my meds. Was called back within an hour by Dr Adib and prescription emailed to me for local chemist .. excellent service ,Brompton-Health-PCN,Earls-Court-Surgery
2026-04-22 17:03:09,Very good,Patcs request info handled with care and subsequent GP appointment excellent. Thoughtful - I know I was listened to and managed with kind efficiency. Really improved my week being treated like this. Thank you.,,
2026-04-22 17:20:41,Very good,The service was excellent ,Brompton-Health-PCN,The-Good-Practice
2026-04-22 17:28:31,Very good,All the appointment was to a very good standard.,Brompton-Health-PCN,The-Good-Practice
2026-04-22 18:34:07,Very good,I rang for an appointment in the morning and spoke to a dr who listened and prescribed medication . ,Brompton-Health-PCN,The-Good-Practice
2026-04-23 06:22:11,Good,Tried to get an appointment the day before but all telephone appointments had gone and none left for the day. Had to call back at 8am the next day and wait for doc to call me back about an hour later. Was then given same day appointment and had face to face to meeting . Doctor was very good and recommended tests . Follow up has been excellent. It’s the process of getting to see a doctor when needed that is cubersome and causes delays. ,Brompton-Health-PCN,The-Good-Practice
2026-04-23 07:59:47,Very good,Procedure was conducted in a timely manner.,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-23 10:06:30,Good,The staff are accommodating and helpful ,Brompton-Health-PCN,The-Good-Practice
2026-04-23 10:37:44,Very good,"Everyone at the surgery, is super nice, smiley and incredibly helpful. I do mean EVERYONE. ",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-23 11:46:41,Very good,always nice staff and doctors.nnn,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-04-23 12:01:03,Very good,"Very straightforward Covid vaccination.
Nurse Alex was very pleasant and efficient.
",Brompton-Health-PCN,Earls-Court-Surgery
2026-04-23 12:22:06,Very good,The service at Stanhope Mews is always first class,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-23 14:26:47,Very good,"When I book online about my concern 
After an hour I received  an amazing reply to see a GP within that Day. Dr. 
Mann and Dr. Goodwin.",Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-04-23 14:41:16,Very good,Always proffesional and caring,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-23 14:57:36,Very good,"Friendly and efficient as always 
Understanding nurse always appreciated ",Brompton-Health-PCN,The-Chelsea-Practice
2026-04-23 15:12:00,Very good,The Practitioner was very professional ,Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-04-23 15:12:49,Very good,The doctor referred me to the appropriate specialist. ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-23 16:40:31,Very good,Was very efficient ,Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-04-23 20:05:10,Good,Staff at the reception are always helpful. The nurses are excellent and the doctors always accommodating and provide care when needed most. ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-24 06:38:14,Good,"Because  from  the  receptionist  to the  Doctor  that  attended  to  me, they  were  friendly  and  supportive ",Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-04-24 09:33:55,Very good,Friendly staff and Dr Raj is a 20!,Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-04-24 10:08:44,Very good,"Every time I visit your clinic, I feel like you're a family. Everyone is kind and helpful, especially Lola and Alexandra; they're truly wonderful. Even the receptionists—I don't know their names—are very nice.",Brompton-Health-PCN,Earls-Court-Surgery
2026-04-24 10:42:08,Very good,"DOCTOR REES AND DOCTOR WILL SQUIER WAS VERY HELPFUL ,I WAS REFERED FOR AN INJECTION IN MY LEFT SHOULDER, AS I AM LOOSING THE STRENGTH IN IT.",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-04-24 10:45:00,Neither good nor poor,"I called the surgery to follow up on 2 separate appointments which I am waiting for - both at the hospital.  I was told that I would be contacted by the hospital (Chelsea and Westminster).  Therefore I have been waiting for a text/email or letter. Nothing has arrived in nearly 3 months.  When I called the surgery to follow up, as I want to see the specialists at the hospital, I was told that I have to arrange the appointments myself.  Therefore I am expected to call the hospital, to book 2 appointments.  I asked the reception at the Stanhope if there was a number to call, and I was told to just call the general hospital number.  I haven’t had they’ll to do this, due to work commitments, but I will find the number to call to book these appointments. ",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-04-24 12:25:20,Very good,I was given the best of care. Everything was explained to my understanding. ,Brompton-Health-PCN,The-Good-Practice
2026-04-24 13:12:15,Very good,I always find the staff ready to help with info and advise. They always do their best to make sure you are satisfied.,Brompton-Health-PCN,Kensington-Park-Medical-Centre
